Tags,java,android,swing,eclipse,spring,hibernate,arrays,multithreading,xml,jsp,string,servlets,maven,java-ee,mysql,spring-mvc,json,regex,tomcat,jpa,jdbc,javascript,arraylist,web-services,sql,generics,netbeans,sockets,user-interface,jar,html,jsf,database,file,google-app-engine,gwt,junit,exception,algorithm,rest,class,performance,applet,image,jtable,c#,jframe,collections,c++,methods,oop,linux,nullpointerexception,jaxb,parsing,oracle,concurrency,php,jpanel,jboss,object,ant,date,selenium,javafx,jvm,list,struts2,hashmap,sorting,awt,http,inheritance,reflection,hadoop,windows,loops,unit-testing,sqlite,design-patterns,serialization,security,intellij-idea,file-io,logging,swt,apache,annotations,jersey,jquery,scala,libgdx,osx,encryption,spring-security,log4j,python,jni,soap,interface,io,for-loop,recursion,jackson,web-applications,ssl,jsf-2,jbutton,android-layout,playframework,graphics,ajax,glassfish,eclipse-plugin,enums,selenium-webdriver,networking,c,if-statement,apache-poi,listview,pdf,mongodb,android-activity,math,android-fragments,api,data-structures,excel,android-intent,orm,constructor,validation,ejb,debugging,classpath,audio,static,map,layout,testing,garbage-collection,design,java.util.scanner,groovy,exception-handling,primefaces,random,variables,java-8,jsoup,memory,url,linked-list,gson,session,postgresql,jasper-reports,actionlistener,jetty,lucene,timer,jms,android-asynctask,jstl,classloader,jax-rs,maven-2,javafx-2,.net,jax-ws,jlabel,casting,email,struts,datetime,jtextfield,gradle,itext,java-me,multidimensional-array,opengl,while-loop,caching,inputstream,dependency-injection,javamail,csv,cxf,xml-parsing,properties,mockito,google-maps,rmi,osgi,wsdl,search,encoding,button,split
performance,0.9928463,0.9956673,0.99781245,0.9984622,0.99806386,0.99544966,0.9929526,0.9867927,0.997804,0.9987847,0.9927662,0.998535,0.9993767,0.9954816,0.9948442,0.9991094,0.99848163,0.9969302,0.9959205,0.9971146,0.99438345,0.9983468,0.9924282,0.99703616,0.9952236,0.9992909,0.9989985,0.9967468,0.9986672,0.99831027,0.9994504,0.99785763,0.99297684,0.9965182,0.99746025,0.99859965,0.9992529,0.99790955,0.98412293,0.99838614,0.9981297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
applet,0.9928809,0.9998224,0.9892226,0.99569416,0.99977094,1,0.9987836,0.9975759,0.99931127,0.9960685,0.9994723,0.99553484,0.99911547,0.9981286,0.996619,0.9997214,0.9994936,0.9999422,0.99801946,1,0.99750715,0.9748354,0.99974257,0.99894625,0.99944746,1,0.9931507,0.9958472,0.9953845,0.98439205,0.970862,0.9986492,0.99745184,0.99602145,0.9992623,0.99834836,0.99991685,0.9969799,0.9999158,0.9997449,0.9971853,0.99922097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
image,0.99333024,0.99297637,0.97933245,0.99688935,0.99933183,0.9997279,0.9974451,0.9991949,0.99859965,0.9949869,0.99877864,0.9954508,0.99984103,0.9991584,0.9975701,0.9989756,0.9989079,0.99994093,0.9989298,0.9998798,0.9992998,0.99719286,0.9992087,0.999123,0.9994332,1,0.9963843,0.9972605,0.9921713,0.9927542,0.9926596,0.9991003,0.99729353,0.9945543,0.99737597,0.9976144,0.9999143,0.9986178,0.9976485,0.9995612,0.99841756,0.9968646,0.9884995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jtable,0.99356353,1,0.90656424,0.9995475,0.9999484,0.9996577,0.9977164,0.99910295,0.99933857,0.9999077,0.99931,1,1,0.9999433,0.9912054,1,0.9997678,0.99928254,1,0.99951345,0.9909705,0.99986815,0.9957789,0.9999317,0.9932808,0.9998522,0.9883081,0.999923,0.98740315,1,0.9987651,1,0.99196047,0.99821895,1,1,0.99991286,0.9987708,0.99991167,0.9997323,0.99964285,0.99899983,0.9991797,0.9976397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c#,0.9935845,0.99659735,0.9994433,0.9989683,0.9997934,0.9995204,0.99788135,0.9970873,0.99721414,0.99981517,0.99703383,0.99937546,0.99983925,0.9986938,0.9989723,0.9998274,0.9975537,0.9959767,0.9995789,1,0.99961317,0.99482656,0.9985953,0.9862805,0.9974787,0.9941947,0.9992529,0.9923872,0.99782896,0.9983902,0.9982679,0.99983376,0.996996,0.9989816,0.9996562,0.99982697,0.9994761,0.99620914,0.99179375,0.9978514,0.99776024,0.9957058,0.9982641,0.9984883,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jframe,0.993629,0.99999106,0.9155749,0.99838716,0.99997413,0.9999657,0.99866974,0.9967815,0.9998233,0.9998612,0.9991599,0.9999479,1,0.9998295,0.99942815,0.99994236,1,1,0.99993974,1,0.9995476,0.99993384,0.9991959,0.99993145,0.9993512,1,0.98649573,0.9995359,0.96854997,0.99903196,0.9987597,0.9999166,0.9994991,0.9995746,1,0.9999132,0.99991244,0.9989416,0.99982244,1,0.99703187,0.99963474,0.9944792,0.9845237,0.99242496,0.99990344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
collections,0.9936956,0.99898976,0.9995354,0.99969757,0.9991712,0.99638057,0.99097323,0.99634236,0.99933547,0.9986063,0.9973193,0.99968636,0.9999462,0.9987443,0.99971324,0.9994214,0.9987134,0.99969923,1,0.9977309,0.99902666,0.99953514,0.9696025,0.99979365,0.9985515,0.97236466,0.99954885,1,0.9996103,0.9997571,0.99983406,0.99958116,0.9987411,0.9992305,0.9993068,0.99921465,0.9991196,0.9968919,0.9938083,0.9994594,0.9982849,0.9895264,1,1,0.99970925,0.9980552,0.99980515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c++,0.99393755,0.99499166,0.99962693,0.997258,0.999922,1,0.99595636,0.9963548,0.9988375,0.99990636,0.9975945,0.99973595,0.9997279,0.9994809,0.9994779,1,0.9995271,0.999513,0.999694,1,0.9996716,0.9966937,0.99931854,0.999023,0.99926585,0.99696696,0.99885446,0.9912525,0.9977002,0.9983523,0.9985644,1,0.99914706,0.9983464,0.9999119,0.99955624,0.99964184,0.99819493,0.98414016,0.9999083,0.99696356,0.99322927,0.9985933,0.998349,1,0.9600823,1,0.9988007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
methods,0.9939734,0.99794644,0.99766266,0.997638,0.99968755,0.99989617,0.9733506,0.9975262,0.99950784,0.999531,0.99024266,0.99962974,0.9999455,0.999769,0.99953514,0.9999414,0.9999408,0.99932903,0.9999387,0.9998759,0.999671,0.9992582,0.9893808,0.99951077,0.9994851,0.99175006,0.9986986,0.99968386,0.99713695,0.9988444,0.99957716,0.9996585,0.99888813,0.99746746,0.99991167,0.9998221,0.99829197,0.99637383,0.99890673,0.9998161,0.93703556,0.99793524,0.99840105,0.9990268,0.9996036,0.9991062,0.99760455,0.99799377,0.99856836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oop,0.9942005,0.99799705,0.99705243,0.9989552,0.9991623,0.9989189,0.995151,0.9979885,0.9995038,0.99947953,0.9983803,0.99957263,0.9999449,0.9981288,0.99929506,0.999763,0.999581,0.99963,0.999938,0.9996861,0.9992003,0.99924886,0.9946509,0.9997876,0.99925417,0.9909288,0.9989909,0.9992779,0.9974181,0.99974877,0.9999141,0.9999133,0.99826103,0.99937993,0.99973065,0.9991856,0.9998175,0.9977907,0.99795955,0.99981296,0.97220886,0.9980903,0.999235,0.999901,0.9997982,0.98021233,0.9981709,0.996623,0.9895899,0.9910479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
linux,0.9943573,0.9986341,0.9976302,0.9945561,0.9991595,0.9995449,0.9999149,0.99607915,0.99950093,0.99876153,0.99954206,0.99849236,0.9961046,0.99740595,0.996081,0.9994626,0.9996381,0.9994405,0.986448,0.99993676,0.9968335,0.9991734,0.9998606,0.9987846,0.9993224,1,0.9961478,0.9939695,0.9974731,0.99163824,0.99973947,0.9994737,0.99876976,0.9952321,0.99963665,0.999817,0.99879843,0.99823105,1,0.9998107,0.99924195,0.9968063,0.99777025,0.99889594,0.99979556,0.99866736,0.9989714,1,0.9934183,1,0.9996762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nullpointerexception,0.994377,0.98827696,0.9918634,0.9958952,0.9983696,0.99831665,0.9873205,0.99722576,0.9977257,0.99761385,0.9967829,0.9974104,0.99938935,0.99935216,0.9972692,0.99892366,0.99788314,0.9998756,0.9986849,0.9986684,0.99676245,0.99979323,0.99275976,0.99906975,0.9981132,0.99875546,0.9970114,0.99804956,0.99673283,0.99787724,0.9993911,0.9988573,0.99700284,0.9970324,0.9996361,0.9992667,0.99833304,0.98737043,0.99962467,0.9994311,0.9945652,0.9999034,0.995719,0.99707925,0.99650747,1,0.9970063,0.9985489,0.9998943,0.99723727,0.99880975,0.9997808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jaxb,0.99440295,0.99984735,0.99988735,0.99905324,0.9958587,0.99852633,0.99970156,0.9997802,0.9018258,0.99971396,0.99974513,0.9997306,0.9942458,0.99502516,0.99976283,0.99862254,0.98826116,0.9998754,0.99862033,0.9972659,0.99993265,0.9997239,0.9991606,0.977301,1,0.9971125,0.9988205,0.99951226,0.99983686,0.99949044,0.9996515,0.9997361,0.99991196,0.9994607,0.9997266,0.9995409,0.9998147,0.99878615,0.999906,0.9857459,0.999905,0.9991279,0.9998058,1,0.9997948,0.9994859,1,0.99823356,1,0.9998938,0.9998917,0.9993406,0.9994496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parsing,0.9944869,0.9947901,0.9993039,0.99843544,0.9997368,0.99978924,0.9949731,0.9995148,0.9630995,0.9995695,0.9802378,0.9992966,0.9998327,0.99970406,0.9987486,0.9999399,0.97192764,0.98366386,0.9998742,0.9999363,0.99979705,0.9956131,0.9977477,0.999208,0.9975673,0.999687,0.9994469,0.99918234,0.9992614,0.9996584,0.97263724,1,0.9984918,0.99500406,0.9994497,0.99944556,0.9998135,0.99708205,0.99753463,0.9992348,0.998851,0.9974597,0.99970675,0.9989857,0.99969,0.9980299,0.9998961,0.99947745,0.9975411,0.9980707,0.9992356,0.9992248,0.9988902,0.99710274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oracle,0.9945091,0.9998203,0.9991718,0.9983062,0.9937477,0.97824055,0.9993578,0.99823207,0.99808097,0.99567455,0.99902666,0.9972866,0.9987706,0.9947005,0.9958119,0.9990974,0.9996962,0.99899715,0.9966517,0.98701805,0.918723,0.9986098,0.99943715,0.9973998,0.9317758,0.9998433,0.9970656,0.99942696,0.9996714,0.9984585,0.99938536,0.9985799,0.97377765,0.9994565,0.99990815,0.99962986,0.99906534,0.9971717,0.99962085,0.9992335,0.9998084,0.99558735,0.9988239,0.99939054,0.9994822,0.9986503,1,0.99937165,0.99946547,0.99989283,0.9998906,0.9967742,0.9987767,0.99933153,0.99943876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
concurrency,0.99455357,0.99896544,0.9949497,0.9996922,0.99767554,0.9983788,0.99931395,0.91903126,0.9997259,0.9998082,0.99994874,0.9978262,0.9999441,0.9974411,0.99796575,0.9991558,0.99993914,1,0.99892604,0.99820745,0.9988446,0.9997216,0.99851745,0.99855334,0.9993142,0.99976426,0.99960333,0.9969545,0.99834985,0.99982846,0.99991196,0.99955523,0.99776983,0.99863577,0.9988932,0.9999072,0.9987805,0.99725693,0.99780846,0.99932706,0.9997115,0.99349177,0.9994102,0.9994903,0.9987518,0.9991667,0.99905896,0.98981214,0.99935603,0.99924624,0.99912107,0.99922013,0.9996653,0.9998882,1,0.99875695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
php,0.99455976,0.99094033,0.9998682,0.99848455,0.9995517,0.999824,0.9976373,0.9996905,0.9977103,0.9974523,0.9985105,0.9970623,0.99983215,0.9985134,0.9699151,0.9995176,0.97733074,0.99615604,0.9965159,0.9998082,0.9991164,0.9845186,0.99957675,0.989781,0.9936369,0.9999214,0.9984904,0.9937216,0.9997527,0.997074,0.98480105,0.9998221,0.9920115,0.99872625,0.9976903,0.9986983,0.9995311,0.9993389,0.99838036,0.995462,0.9988445,0.99774045,0.9935701,0.9972401,0.99989605,0.9914943,0.99989545,0.99957937,0.9913401,0.99967694,0.9954766,0.99439967,0.9997768,1,0.9968344,0.9995481,0.9998866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jpanel,0.9945869,0.999991,0.9234574,0.9994351,1,1,0.9982811,0.9988483,1,1,0.9997432,1,1,0.9999405,0.99964106,0.9999396,1,1,1,1,1,0.99993026,0.99823123,1,0.9999237,1,0.99247336,1,0.9753849,0.99948394,0.9996469,1,1,0.9996357,1,1,0.99990606,0.99933755,0.99952316,1,0.9975845,0.9997052,0.99753135,0.98348737,0.9928654,0.99989563,0.8841613,1,1,0.999136,0.9984563,1,0.99629503,1,0.999774,1,0.99931747,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jboss,0.99468935,0.99992806,0.9999057,0.9923296,0.99353606,0.9906949,1,0.998666,0.9974686,0.99661523,0.9998969,0.9936316,0.9856735,0.96570265,0.99559313,0.99659204,0.9991412,0.9998736,0.990376,0.9921515,0.9958794,0.998947,0.99992895,0.98642164,0.9986158,0.9998415,0.997755,0.9985903,0.99991685,0.9978306,0.9992884,0.9885569,0.9982892,0.9992655,1,0.99793273,0.99857795,0.9975155,1,0.9957094,0.9997084,0.9980153,0.9995032,1,1,0.9996841,1,1,0.99978286,0.9998911,1,0.9950164,0.9998871,0.99875355,0.9998859,0.99529225,0.99919605,0.9996554,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
object,0.9947486,0.9979529,0.9979383,0.9992012,0.99981475,0.99922097,0.9693197,0.99781466,0.9982947,0.9991782,0.99150246,0.99956226,1,0.99976027,0.99939686,0.99987835,0.9970407,0.99968296,0.9999363,0.9997417,0.9995194,0.99866134,0.97650665,0.999342,0.9991514,0.99624723,0.9983107,0.99657965,0.9979092,0.9998261,0.9994641,0.9999098,0.99873453,0.995836,0.99971944,0.9994345,0.9989528,0.99788886,0.99932384,0.9994143,0.94446164,0.997606,0.9983007,0.9992746,0.9983072,0.99819803,0.9980845,0.99592406,0.9967159,0.97440505,0.9733945,1,0.9936022,0.9990888,0.99804664,0.9990798,0.9994227,0.9990755,0.99791205,0.9998831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ant,0.99475604,0.99751884,0.99971676,0.983349,0.99880755,0.99890167,1,0.9996883,0.9948186,0.99908113,0.9997414,0.999069,0.98846704,0.9964509,0.9995174,0.999513,0.999877,0.9984759,0.994808,0.99935377,0.99917555,0.9983077,1,0.99787575,0.9994599,0.99952227,0.9896087,1,0.9996659,0.97402716,0.9995532,0.9997292,1,0.99926186,0.9982195,0.99612075,0.97101736,0.9994248,1,0.9995117,0.99892443,0.9993025,0.99930054,1,1,0.99947035,1,1,0.9991258,1,1,0.9942981,0.99965906,0.99680144,0.9996556,0.99896395,0.9998845,0.99942195,1,0.9968321,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
date,0.9947684,0.99498844,0.9985061,0.999665,0.9989664,0.9971953,0.9989628,0.99973273,0.9988937,0.9974314,0.9914954,0.99950707,0.99988705,0.99909955,0.99129695,0.9991469,0.99765635,0.9972005,0.9998724,0.998641,0.9953068,0.9969618,0.99806935,0.9990482,0.9900234,0.9998407,0.9991952,0.99991673,0.9994147,1,0.9994633,0.9990961,0.997553,0.99870634,0.99943787,0.9964972,0.9992374,0.9991361,0.99893546,0.99960905,0.99892336,0.9993018,0.9998001,1,0.9981982,0.99883276,0.99978715,0.99925035,0.9998907,0.9992319,1,0.9993184,0.9996587,0.99908715,0.976602,0.99246025,0.99965304,0.99849397,1,0.9996486,0.99905705,0.99988216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selenium,0.99481773,0.9996397,0.9997921,0.99486834,0.9997084,0.99985814,0.9995674,0.9992857,0.99889165,0.9998547,0.99984443,0.999506,0.99298906,0.9994586,0.9998185,0.99981683,0.99956805,0.9992998,0.9991677,0.9999352,0.9998622,0.983046,0.999642,0.99970645,0.9995353,0.9997602,0.99919266,1,0.99949664,0.9974597,0.9871876,0.9996373,0.9999093,0.99944395,0.999812,0.99857754,0.9791118,0.99836063,0.99990296,0.9999019,0.9992142,0.99939924,0.999297,0.99947894,1,0.99818724,0.9998931,0.999785,1,0.99988985,0.9997751,0.99885833,0.99942845,1,0.99942255,1,0.99988383,0.998953,1,0.9994114,0.9998817,0.99476314,0.9996443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
javafx,0.99487084,0.9998378,0.9959365,0.99767137,0.9994425,0.99918264,0.99947983,0.99474275,0.9993062,1,0.9996362,0.99989,0.9977252,0.99927616,0.99872494,0.99981636,0.9997526,0.9998086,0.99993587,0.99961,0.9995853,0.995516,0.99885,0.9996319,0.9992227,0.99919754,0.9899428,0.99966455,0.98375094,0.99630284,0.99729073,0.99972695,0.9990882,0.9991623,1,0.9997147,0.9997119,0.99777156,0.99961,0.9997044,0.99940825,0.9982885,0.9968658,0.9956919,0.9997865,1,0.99935555,0.9993518,0.9994482,0.999114,0.9994349,0.9959729,0.9967749,0.9996546,1,0.9991857,0.9970733,0.9998832,1,0.99988174,0.999405,0.9966567,0.99964243,0.99988025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jvm,0.9948869,0.999387,0.9993943,0.9959033,0.9993094,0.99968016,0.99921906,0.992066,0.99986124,0.99990284,0.9982291,0.9992841,0.9984645,0.998187,0.9999393,0.9996937,0.9999381,0.99993616,0.9927574,0.9997398,0.99986166,1,0.9994248,0.99985266,0.9997667,0.99871415,0.9988642,0.9987396,0.9995786,0.99497,1,0.9998178,0.99972636,0.999068,0.9995274,0.9999048,0.998556,0.99806035,0.99921876,1,0.9972288,0.98176044,0.9957434,0.9998952,0.9998931,0.998606,0.99956983,0.99956733,0.99265605,0.99889064,0.9987541,0.987802,0.99965495,0.99976945,0.9995351,0.99836755,0.99530184,0.99894613,1,0.9954794,0.9980907,0.9980893,0.9996419,0.9998801,0.9987933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
list,0.9949782,0.9974604,0.99829227,0.99917144,0.9995477,0.99792993,0.9776355,0.998472,0.9984662,0.99848676,0.99216205,0.99955773,0.99994296,0.9993937,0.99926794,0.99963075,0.99638045,0.9993582,1,0.99888796,0.99937403,0.9992151,0.9565021,0.9996295,0.9981982,0.9858336,0.99926573,0.9996621,0.9983867,0.9997348,0.99918234,0.9995412,0.9987129,0.9961412,0.99952406,0.9997123,0.9990309,0.9974587,0.99197465,0.99940354,0.99480313,0.99449486,0.99959314,0.9991546,0.99848944,0.9985949,0.9997832,0.95620024,0.9996658,0.99551064,0.99805695,0.99988425,0.99720895,0.99778634,0.9974154,0.9997651,0.9978728,0.99929154,0.999645,1,0.986605,0.99975944,0.9990359,0.9992736,0.9989043,0.99987817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
struts2,0.9949881,0.99996394,0.9999621,0.99828917,0.9943288,0.990396,0.99965185,0.999506,0.9964592,0.9349847,0.99952984,0.9953904,0.99771285,0.98529774,0.99663424,0.9983353,0.9915935,0.9983931,0.9904216,0.9987563,0.9985374,0.9866262,0.9990594,0.99888706,0.99874645,0.9997575,0.9993469,0.9999155,0.9998303,0.9992034,0.9911099,0.99972457,0.9984355,0.99906087,0.99723095,0.999616,0.9973771,0.9981427,1,0.9971081,1,0.9991876,0.99989825,0.9988362,1,1,1,0.99857986,1,0.9997763,0.9997716,0.9991883,0.9972064,0.99953437,1,0.99917656,0.99964577,0.9997637,1,0.9961585,0.9997594,0.9995183,0.9987934,0.9998789,1,0.99987805,0.9981511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hashmap,0.99498934,0.9972336,0.99922264,0.99953395,0.9996275,0.9994296,0.993343,0.99725413,0.9992566,0.99819255,0.9956996,0.99944687,1,0.99957544,0.99908423,0.9995073,0.99550027,0.9992293,0.99993545,0.9995421,0.9995129,0.9993575,0.97358465,0.9993325,0.99898165,0.9948835,0.9998368,0.99940807,0.99966055,0.9998231,0.99981827,0.99944896,0.9987118,0.99821395,0.9998095,0.999808,0.9996123,0.99921876,0.99525553,0.9998011,0.997606,0.99222744,1,0.9998943,0.9988124,0.9993513,0.99978304,0.9688379,0.999219,0.99798274,0.9983987,0.9998841,0.9949831,0.99906814,0.9982374,0.99988246,0.99382347,0.99905413,0.99988157,1,0.99346167,1,0.99927634,0.9997577,0.9996346,0.9992678,0.9828536,0.99901366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
